transaction_id,store_id,fecha,mes,dia_semana,hora,ubicacion_tienda,tipo_zona,producto,categoria_producto,precio_unitario,tipo_promocion,clima,ingestion_timestamp
T00350,S001,2024-02-14,2,Wednesday,00:00:00,Trujillo,Mixta,Energizante,Bebidas,2.29,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00351,S005,2024-09-22,9,Sunday,00:00:00,Huancayo,Residencial,Gaseosa,Bebidas,6.78,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00352,S033,2024-01-25,1,Thursday,00:00:00,Arequipa,Comercial,Vino,Alcohol,15.3,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00353,S045,2024-03-08,3,Friday,00:00:00,Lima,Comercial,Hamburguesa,Comidas,5.97,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00354,S043,2024-06-23,6,Sunday,00:00:00,Trujillo,Comercial,Jugo,Bebidas,3.95,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00355,S023,2024-08-01,8,Thursday,00:00:00,Cusco,Mixta,Jugo,Bebidas,3.09,2x1,Soleado,2026-04-19 23:51:28.848790
T00356,S023,2024-11-05,11,Tuesday,00:00:00,Cusco,Mixta,Cerveza,Alcohol,24.84,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00357,S048,2024-12-28,12,Saturday,00:00:00,Arequipa,Comercial,Agua,Bebidas,3.89,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00358,S017,2024-12-05,12,Thursday,00:00:00,Arequipa,Residencial,Jabón,Aseo,6.09,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00359,S035,2024-01-28,1,Sunday,00:00:00,Piura,Residencial,Galletas,Snacks,4.67,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00360,S019,2024-08-12,8,Monday,00:00:00,Cusco,Residencial,Jabón,Aseo,8.78,Descuento,Soleado,2026-04-19 23:51:28.848790
T00361,S006,2024-01-25,1,Thursday,00:00:00,Huancayo,Mixta,Agua,Bebidas,3.61,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00362,S009,2024-12-17,12,Tuesday,00:00:00,Arequipa,Mixta,Galletas,Snacks,3.0,2x1,Nublado,2026-04-19 23:51:28.848790
T00363,S031,2024-06-02,6,Sunday,00:00:00,Lima,Mixta,Sandwich,Comidas,13.86,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00364,S009,2024-04-14,4,Sunday,00:00:00,Arequipa,Mixta,Alcohol medicinal,Farmacia,5.5,Descuento,Soleado,2026-04-19 23:51:28.848790
T00365,S020,2024-11-03,11,Sunday,00:00:00,Piura,Comercial,Cerveza,Alcohol,22.84,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00366,S022,2024-08-23,8,Friday,00:00:00,Trujillo,Comercial,Agua,Bebidas,6.36,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00367,S016,2024-11-10,11,Sunday,00:00:00,Huancayo,Residencial,Cerveza,Alcohol,18.19,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00368,S018,2024-04-20,4,Saturday,00:00:00,Arequipa,Comercial,Vino,Alcohol,20.92,Descuento,Nublado,2026-04-19 23:51:28.848790
T00369,S026,2024-08-02,8,Friday,00:00:00,Trujillo,Comercial,Jugo,Bebidas,5.06,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00370,S045,2024-06-24,6,Monday,00:00:00,Huancayo,Mixta,Hamburguesa,Comidas,5.82,Descuento,Soleado,2026-04-19 23:51:28.848790
T00371,S017,2024-04-13,4,Saturday,00:00:00,Arequipa,Residencial,Hamburguesa,Comidas,10.49,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00372,S014,2024-08-14,8,Wednesday,00:00:00,Trujillo,Mixta,Cerveza,Alcohol,22.71,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00373,S049,2024-11-30,11,Saturday,00:00:00,Huancayo,Mixta,Chocolate,Snacks,5.32,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00374,S027,2024-09-25,9,Wednesday,00:00:00,Piura,Comercial,Vino,Alcohol,8.32,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00375,S043,2024-11-05,11,Tuesday,00:00:00,Lima,Residencial,Paracetamol,Farmacia,7.71,2x1,Soleado,2026-04-19 23:51:28.848790
T00376,S040,2024-09-29,9,Sunday,00:00:00,Piura,Mixta,Papas fritas,Snacks,5.98,2x1,Nublado,2026-04-19 23:51:28.848790
T00377,S001,2024-07-19,7,Friday,00:00:00,Piura,Residencial,Papas fritas,Snacks,4.71,2x1,Nublado,2026-04-19 23:51:28.848790
T00378,S042,2024-04-06,4,Saturday,00:00:00,Cusco,Residencial,Chocolate,Snacks,1.55,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00379,S004,2024-02-25,2,Sunday,00:00:00,Trujillo,Comercial,Paracetamol,Farmacia,8.45,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00380,S042,2024-11-18,11,Monday,00:00:00,Piura,Comercial,Alcohol medicinal,Farmacia,5.28,Descuento,Nublado,2026-04-19 23:51:28.848790
T00381,S030,2024-07-02,7,Tuesday,00:00:00,Cusco,Mixta,Alcohol medicinal,Farmacia,4.57,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00382,S015,2024-01-22,1,Monday,00:00:00,Cusco,Comercial,Jabón,Aseo,6.52,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00383,S016,2024-04-19,4,Friday,00:00:00,Arequipa,Residencial,Vino,Alcohol,9.27,Combo,Soleado,2026-04-19 23:51:28.848790
T00384,S004,2024-03-01,3,Friday,00:00:00,Piura,Residencial,Vino,Alcohol,11.4,2x1,Soleado,2026-04-19 23:51:28.848790
T00385,S019,2024-07-24,7,Wednesday,00:00:00,Arequipa,Comercial,Galletas,Snacks,4.27,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00386,S016,2024-02-14,2,Wednesday,00:00:00,Piura,Residencial,Cerveza,Alcohol,19.41,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00387,S043,2024-03-27,3,Wednesday,00:00:00,Huancayo,Residencial,Chocolate,Snacks,3.25,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00388,S047,2024-04-14,4,Sunday,00:00:00,Trujillo,Comercial,Vino,Alcohol,13.26,Combo,Nublado,2026-04-19 23:51:28.848790
T00389,S022,2024-06-18,6,Tuesday,00:00:00,Lima,Mixta,Paracetamol,Farmacia,4.4,Descuento,Nublado,2026-04-19 23:51:28.848790
T00390,S024,2024-07-21,7,Sunday,00:00:00,Lima,Residencial,Sandwich,Comidas,10.44,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00391,S048,2024-05-16,5,Thursday,00:00:00,Lima,Residencial,Shampoo,Aseo,8.28,Combo,Nublado,2026-04-19 23:51:28.848790
T00392,S015,2024-07-30,7,Tuesday,00:00:00,Trujillo,Comercial,Agua,Bebidas,4.03,Descuento,Soleado,2026-04-19 23:51:28.848790
T00393,S019,2024-06-03,6,Monday,00:00:00,Cusco,Residencial,Hamburguesa,Comidas,11.24,Combo,Soleado,2026-04-19 23:51:28.848790
T00394,S001,2024-09-29,9,Sunday,00:00:00,Lima,Residencial,Empanada,Comidas,14.41,Descuento,Nublado,2026-04-19 23:51:28.848790
T00395,S003,2024-02-18,2,Sunday,00:00:00,Huancayo,Comercial,Jabón,Aseo,9.99,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00396,S036,2024-03-08,3,Friday,00:00:00,Piura,Comercial,Vino,Alcohol,14.49,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00397,S016,2024-03-06,3,Wednesday,00:00:00,Lima,Mixta,Jabón,Aseo,10.16,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00398,S019,2024-12-04,12,Wednesday,00:00:00,Cusco,Residencial,Alcohol medicinal,Farmacia,6.89,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00399,S021,2024-09-18,9,Wednesday,00:00:00,Trujillo,Mixta,Sandwich,Comidas,10.35,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00400,S017,2024-11-23,11,Saturday,00:00:00,Huancayo,Comercial,Jabón,Aseo,4.42,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00401,S006,2024-08-10,8,Saturday,00:00:00,Cusco,Mixta,Vino,Alcohol,8.36,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00402,S012,2024-05-04,5,Saturday,00:00:00,Lima,Mixta,Cerveza,Alcohol,21.3,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00403,S044,2024-09-09,9,Monday,00:00:00,Huancayo,Comercial,Shampoo,Aseo,9.8,2x1,Nublado,2026-04-19 23:51:28.848790
T00404,S039,2024-03-26,3,Tuesday,00:00:00,Piura,Mixta,Alcohol medicinal,Farmacia,7.3,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00405,S029,2024-10-15,10,Tuesday,00:00:00,Piura,Mixta,Galletas,Snacks,3.88,Descuento,Nublado,2026-04-19 23:51:28.848790
T00406,S030,2024-10-13,10,Sunday,00:00:00,Lima,Residencial,Galletas,Snacks,3.25,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00407,S023,2024-06-20,6,Thursday,00:00:00,Cusco,Residencial,Hamburguesa,Comidas,7.85,Combo,Soleado,2026-04-19 23:51:28.848790
T00408,S012,2024-09-07,9,Saturday,00:00:00,Lima,Comercial,Jabón,Aseo,5.76,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00409,S037,2024-04-17,4,Wednesday,00:00:00,Trujillo,Comercial,Vino,Alcohol,17.05,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00410,S021,2024-01-05,1,Friday,00:00:00,Piura,Residencial,Agua,Bebidas,3.21,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00411,S016,2024-07-16,7,Tuesday,00:00:00,Cusco,Mixta,Vino,Alcohol,24.71,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00412,S035,2024-07-07,7,Sunday,00:00:00,Trujillo,Comercial,Energizante,Bebidas,3.81,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00413,S010,2024-07-15,7,Monday,00:00:00,Huancayo,Comercial,Jabón,Aseo,9.61,Combo,Nublado,2026-04-19 23:51:28.848790
T00414,S034,2024-06-19,6,Wednesday,00:00:00,Huancayo,Mixta,Jabón,Aseo,6.71,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00415,S015,2024-04-10,4,Wednesday,00:00:00,Lima,Residencial,Shampoo,Aseo,8.87,Descuento,Nublado,2026-04-19 23:51:28.848790
T00416,S038,2024-01-28,1,Sunday,00:00:00,Cusco,Residencial,Galletas,Snacks,5.77,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00417,S043,2024-05-29,5,Wednesday,00:00:00,Lima,Mixta,Energizante,Bebidas,7.6,2x1,Nublado,2026-04-19 23:51:28.848790
T00418,S049,2024-04-07,4,Sunday,00:00:00,Cusco,Comercial,Jugo,Bebidas,4.74,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00419,S045,2024-03-16,3,Saturday,00:00:00,Cusco,Mixta,Chocolate,Snacks,2.56,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00420,S005,2024-07-24,7,Wednesday,00:00:00,Cusco,Mixta,Shampoo,Aseo,7.88,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00421,S031,2024-01-10,1,Wednesday,00:00:00,Arequipa,Mixta,Shampoo,Aseo,10.2,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00422,S001,2024-11-03,11,Sunday,00:00:00,Huancayo,Mixta,Hamburguesa,Comidas,12.92,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00423,S001,2024-03-11,3,Monday,00:00:00,Huancayo,Mixta,Vino,Alcohol,11.37,2x1,Soleado,2026-04-19 23:51:28.848790
T00424,S048,2024-08-24,8,Saturday,00:00:00,Piura,Residencial,Sandwich,Comidas,7.59,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00425,S047,2024-07-16,7,Tuesday,00:00:00,Lima,Mixta,Agua,Bebidas,7.69,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00426,S012,2024-09-14,9,Saturday,00:00:00,Arequipa,Residencial,Jabón,Aseo,11.82,Descuento,Nublado,2026-04-19 23:51:28.848790
T00427,S032,2024-07-14,7,Sunday,00:00:00,Cusco,Mixta,Paracetamol,Farmacia,9.27,2x1,Soleado,2026-04-19 23:51:28.848790
T00428,S039,2024-09-08,9,Sunday,00:00:00,Cusco,Residencial,Hamburguesa,Comidas,7.24,Descuento,Soleado,2026-04-19 23:51:28.848790
T00429,S038,2024-12-07,12,Saturday,00:00:00,Huancayo,Mixta,Vino,Alcohol,19.64,2x1,Soleado,2026-04-19 23:51:28.848790
T00430,S023,2024-07-19,7,Friday,00:00:00,Arequipa,Mixta,Papas fritas,Snacks,5.83,2x1,Nublado,2026-04-19 23:51:28.848790
T00431,S010,2024-10-30,10,Wednesday,00:00:00,Cusco,Mixta,Agua,Bebidas,4.95,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00432,S044,2024-04-17,4,Wednesday,00:00:00,Cusco,Mixta,Paracetamol,Farmacia,4.48,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00433,S002,2024-09-27,9,Friday,00:00:00,Huancayo,Comercial,Shampoo,Aseo,6.78,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00434,S037,2024-01-04,1,Thursday,00:00:00,Lima,Comercial,Sandwich,Comidas,8.91,Descuento,Soleado,2026-04-19 23:51:28.848790
T00435,S013,2024-06-16,6,Sunday,00:00:00,Huancayo,Mixta,Cerveza,Alcohol,11.94,Descuento,Nublado,2026-04-19 23:51:28.848790
T00436,S041,2024-06-28,6,Friday,00:00:00,Cusco,Mixta,Hamburguesa,Comidas,9.46,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00437,S010,2024-11-08,11,Friday,00:00:00,Cusco,Residencial,Papas fritas,Snacks,2.37,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00438,S039,2024-12-27,12,Friday,00:00:00,Arequipa,Mixta,Sandwich,Comidas,11.52,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00439,S049,2024-05-24,5,Friday,00:00:00,Arequipa,Comercial,Jabón,Aseo,4.31,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00440,S018,2024-02-21,2,Wednesday,00:00:00,Huancayo,Comercial,Jabón,Aseo,5.07,Descuento,Nublado,2026-04-19 23:51:28.848790
T00441,S027,2024-03-27,3,Wednesday,00:00:00,Huancayo,Comercial,Hamburguesa,Comidas,14.11,Descuento,Nublado,2026-04-19 23:51:28.848790
T00442,S029,2024-12-15,12,Sunday,00:00:00,Arequipa,Comercial,Chocolate,Snacks,5.11,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00443,S036,2024-06-30,6,Sunday,00:00:00,Cusco,Comercial,Sandwich,Comidas,7.23,Combo,Soleado,2026-04-19 23:51:28.848790
T00444,S005,2024-04-20,4,Saturday,00:00:00,Arequipa,Mixta,Cerveza,Alcohol,21.7,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00445,S021,2024-09-21,9,Saturday,00:00:00,Piura,Comercial,Jabón,Aseo,9.29,2x1,Nublado,2026-04-19 23:51:28.848790
T00446,S002,2024-12-11,12,Wednesday,00:00:00,Cusco,Comercial,Shampoo,Aseo,11.86,2x1,Soleado,2026-04-19 23:51:28.848790
T00447,S021,2024-06-03,6,Monday,00:00:00,Piura,Comercial,Paracetamol,Farmacia,9.38,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00448,S022,2024-09-04,9,Wednesday,00:00:00,Piura,Comercial,Papas fritas,Snacks,4.78,2x1,Soleado,2026-04-19 23:51:28.848790
T00449,S049,2024-11-22,11,Friday,00:00:00,Trujillo,Comercial,Vino,Alcohol,24.9,2x1,Nublado,2026-04-19 23:51:28.848790
T00450,S025,2024-08-07,8,Wednesday,00:00:00,Trujillo,Residencial,Chocolate,Snacks,1.65,2x1,Soleado,2026-04-19 23:51:28.848790
T00451,S001,2024-06-30,6,Sunday,00:00:00,Huancayo,Residencial,Galletas,Snacks,5.17,Descuento,Nublado,2026-04-19 23:51:28.848790
T00452,S010,2024-07-27,7,Saturday,00:00:00,Trujillo,Residencial,Paracetamol,Farmacia,3.1,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00453,S010,2024-02-04,2,Sunday,00:00:00,Arequipa,Residencial,Hamburguesa,Comidas,12.55,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00454,S007,2024-03-15,3,Friday,00:00:00,Lima,Comercial,Chocolate,Snacks,2.33,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00455,S022,2024-05-11,5,Saturday,00:00:00,Cusco,Residencial,Energizante,Bebidas,2.56,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00456,S047,2024-08-03,8,Saturday,00:00:00,Trujillo,Residencial,Shampoo,Aseo,5.75,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00457,S047,2024-02-08,2,Thursday,00:00:00,Cusco,Mixta,Sandwich,Comidas,11.74,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00458,S017,2024-01-02,1,Tuesday,00:00:00,Arequipa,Mixta,Shampoo,Aseo,11.49,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00459,S029,2024-03-09,3,Saturday,00:00:00,Piura,Residencial,Agua,Bebidas,3.61,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00460,S020,2024-11-30,11,Saturday,00:00:00,Piura,Comercial,Agua,Bebidas,5.91,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00461,S045,2024-02-27,2,Tuesday,00:00:00,Lima,Residencial,Paracetamol,Farmacia,9.92,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00462,S025,2024-05-16,5,Thursday,00:00:00,Lima,Comercial,Hamburguesa,Comidas,5.88,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00463,S042,2024-06-27,6,Thursday,00:00:00,Cusco,Mixta,Gaseosa,Bebidas,5.95,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00464,S006,2024-10-26,10,Saturday,00:00:00,Arequipa,Mixta,Gaseosa,Bebidas,2.77,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00465,S043,2024-10-25,10,Friday,00:00:00,Piura,Residencial,Vino,Alcohol,6.32,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00466,S027,2024-09-11,9,Wednesday,00:00:00,Piura,Residencial,Jugo,Bebidas,5.99,Descuento,Soleado,2026-04-19 23:51:28.848790
T00467,S028,2024-07-08,7,Monday,00:00:00,Trujillo,Mixta,Cerveza,Alcohol,17.18,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00468,S048,2024-06-25,6,Tuesday,00:00:00,Huancayo,Mixta,Shampoo,Aseo,9.62,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00469,S006,2024-08-28,8,Wednesday,00:00:00,Piura,Residencial,Alcohol medicinal,Farmacia,4.72,Combo,Nublado,2026-04-19 23:51:28.848790
T00470,S009,2024-05-29,5,Wednesday,00:00:00,Piura,Mixta,Cerveza,Alcohol,17.84,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00471,S003,2024-03-19,3,Tuesday,00:00:00,Lima,Residencial,Chocolate,Snacks,1.42,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00472,S016,2024-07-28,7,Sunday,00:00:00,Lima,Residencial,Empanada,Comidas,9.13,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00473,S002,2024-01-24,1,Wednesday,00:00:00,Huancayo,Mixta,Galletas,Snacks,2.03,Descuento,Nublado,2026-04-19 23:51:28.848790
T00474,S023,2024-05-31,5,Friday,00:00:00,Huancayo,Mixta,Hamburguesa,Comidas,5.45,Combo,Nublado,2026-04-19 23:51:28.848790
T00475,S046,2024-05-28,5,Tuesday,00:00:00,Trujillo,Mixta,Chocolate,Snacks,4.45,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00476,S011,2024-08-01,8,Thursday,00:00:00,Lima,Residencial,Sandwich,Comidas,7.74,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00477,S025,2024-12-08,12,Sunday,00:00:00,Lima,Mixta,Hamburguesa,Comidas,14.03,2x1,Soleado,2026-04-19 23:51:28.848790
T00478,S022,2024-04-30,4,Tuesday,00:00:00,Lima,Residencial,Sandwich,Comidas,6.57,2x1,Soleado,2026-04-19 23:51:28.848790
T00479,S012,2024-12-24,12,Tuesday,00:00:00,Lima,Mixta,Paracetamol,Farmacia,8.71,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00480,S032,2024-07-23,7,Tuesday,00:00:00,Piura,Mixta,Gaseosa,Bebidas,3.58,Combo,Nublado,2026-04-19 23:51:28.848790
T00481,S026,2024-01-15,1,Monday,00:00:00,Lima,Mixta,Shampoo,Aseo,5.02,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00482,S018,2024-01-29,1,Monday,00:00:00,Lima,Residencial,Agua,Bebidas,4.17,Combo,Soleado,2026-04-19 23:51:28.848790
T00483,S010,2024-05-30,5,Thursday,00:00:00,Lima,Mixta,Papas fritas,Snacks,5.59,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00484,S043,2024-07-20,7,Saturday,00:00:00,Arequipa,Comercial,Jabón,Aseo,6.85,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00485,S001,2024-08-15,8,Thursday,00:00:00,Lima,Residencial,Alcohol medicinal,Farmacia,5.37,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00486,S017,2024-04-10,4,Wednesday,00:00:00,Trujillo,Comercial,Shampoo,Aseo,11.25,Descuento,Nublado,2026-04-19 23:51:28.848790
T00487,S022,2024-08-19,8,Monday,00:00:00,Piura,Residencial,Paracetamol,Farmacia,8.1,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00488,S043,2024-02-22,2,Thursday,00:00:00,Arequipa,Mixta,Empanada,Comidas,6.51,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00489,S037,2024-12-29,12,Sunday,00:00:00,Cusco,Mixta,Vino,Alcohol,12.87,2x1,Nublado,2026-04-19 23:51:28.848790
T00490,S010,2024-09-30,9,Monday,00:00:00,Huancayo,Comercial,Sandwich,Comidas,12.25,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00491,S021,2024-06-19,6,Wednesday,00:00:00,Arequipa,Comercial,Shampoo,Aseo,5.64,Combo,Nublado,2026-04-19 23:51:28.848790
T00492,S017,2024-05-25,5,Saturday,00:00:00,Arequipa,Residencial,Jugo,Bebidas,5.16,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00493,S015,2024-05-14,5,Tuesday,00:00:00,Cusco,Comercial,Energizante,Bebidas,2.54,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00494,S028,2024-07-21,7,Sunday,00:00:00,Piura,Residencial,Empanada,Comidas,12.67,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00495,S037,2024-10-06,10,Sunday,00:00:00,Piura,Comercial,Jabón,Aseo,8.53,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00496,S005,2024-08-13,8,Tuesday,00:00:00,Cusco,Mixta,Paracetamol,Farmacia,6.45,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00497,S009,2024-11-18,11,Monday,00:00:00,Piura,Comercial,Cerveza,Alcohol,10.09,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00498,S028,2024-10-30,10,Wednesday,00:00:00,Trujillo,Comercial,Energizante,Bebidas,4.78,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00499,S044,2024-07-31,7,Wednesday,00:00:00,Huancayo,Residencial,Chocolate,Snacks,3.31,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00500,S045,2024-08-08,8,Thursday,00:00:00,Lima,Mixta,Papas fritas,Snacks,4.88,2x1,Nublado,2026-04-19 23:51:28.848790
T00501,S020,2024-06-03,6,Monday,00:00:00,Arequipa,Residencial,Alcohol medicinal,Farmacia,9.66,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00502,S027,2024-08-29,8,Thursday,00:00:00,Cusco,Comercial,Alcohol medicinal,Farmacia,6.1,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00503,S021,2024-12-13,12,Friday,00:00:00,Piura,Mixta,Cerveza,Alcohol,12.5,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00504,S049,2024-07-15,7,Monday,00:00:00,Huancayo,Mixta,Agua,Bebidas,4.56,2x1,Soleado,2026-04-19 23:51:28.848790
T00505,S013,2024-06-25,6,Tuesday,00:00:00,Huancayo,Comercial,Cerveza,Alcohol,14.75,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00506,S039,2024-06-28,6,Friday,00:00:00,Arequipa,Mixta,Vino,Alcohol,24.99,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00507,S027,2024-12-27,12,Friday,00:00:00,Piura,Residencial,Gaseosa,Bebidas,3.25,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00508,S005,2024-05-22,5,Wednesday,00:00:00,Lima,Comercial,Cerveza,Alcohol,21.72,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00509,S027,2024-05-20,5,Monday,00:00:00,Lima,Mixta,Empanada,Comidas,7.66,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00510,S020,2024-10-15,10,Tuesday,00:00:00,Lima,Comercial,Vino,Alcohol,19.0,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00511,S032,2024-01-16,1,Tuesday,00:00:00,Arequipa,Comercial,Paracetamol,Farmacia,9.2,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00512,S026,2024-12-10,12,Tuesday,00:00:00,Piura,Mixta,Alcohol medicinal,Farmacia,8.49,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00513,S008,2024-08-31,8,Saturday,00:00:00,Piura,Residencial,Cerveza,Alcohol,22.61,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00514,S046,2024-10-02,10,Wednesday,00:00:00,Trujillo,Comercial,Chocolate,Snacks,3.76,2x1,Soleado,2026-04-19 23:51:28.848790
T00515,S045,2024-11-07,11,Thursday,00:00:00,Huancayo,Residencial,Jabón,Aseo,7.89,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00516,S040,2024-04-17,4,Wednesday,00:00:00,Cusco,Mixta,Chocolate,Snacks,4.25,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00517,S001,2024-10-01,10,Tuesday,00:00:00,Piura,Residencial,Empanada,Comidas,6.64,Combo,Nublado,2026-04-19 23:51:28.848790
T00518,S012,2024-02-18,2,Sunday,00:00:00,Trujillo,Residencial,Vino,Alcohol,7.52,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00519,S013,2024-02-04,2,Sunday,00:00:00,Cusco,Residencial,Jabón,Aseo,8.07,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00520,S038,2024-01-31,1,Wednesday,00:00:00,Lima,Mixta,Chocolate,Snacks,1.93,2x1,Soleado,2026-04-19 23:51:28.848790
T00521,S004,2024-03-17,3,Sunday,00:00:00,Piura,Residencial,Paracetamol,Farmacia,8.0,Combo,Soleado,2026-04-19 23:51:28.848790
T00522,S001,2024-07-04,7,Thursday,00:00:00,Lima,Residencial,Jabón,Aseo,9.95,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00523,S025,2024-11-28,11,Thursday,00:00:00,Cusco,Residencial,Cerveza,Alcohol,11.38,Descuento,Nublado,2026-04-19 23:51:28.848790
T00524,S046,2024-01-02,1,Tuesday,00:00:00,Cusco,Comercial,Cerveza,Alcohol,14.59,2x1,Soleado,2026-04-19 23:51:28.848790
